"lea_state","lea_state_name","ncesleaid","lea_name","schid","school_name","ncessch","jj","title_i_status"
"MI","MICHIGAN","2601058","LifeTech Academy","08544","LifeTech Academy","2.60106E+11","No","No"
"MI","MICHIGAN","2600949","Lighthouse Academy","08360","Lighthouse Academy  St Johns","2.60095E+11","No","No"
"MI","MICHIGAN","2600949","Lighthouse Academy","08764","Lighthouse Academy  The Pier","2.60095E+11","Yes","No"
"MI","MICHIGAN","2600949","Lighthouse Academy","08763","Lighthouse Academy  Eagle Village","2.60095E+11","No","No"
"MI","MICHIGAN","2600949","Lighthouse Academy","08355","Lighthouse Academy  Waalkes","2.60095E+11","Yes","No"
"MI","MICHIGAN","2621570","Lincoln Consolidated School District","05855","Lincoln Senior High School","2.62157E+11","No","No"
"MI","MICHIGAN","2621570","Lincoln Consolidated School District","01479","Childs Elementary School","2.62157E+11","No","No"
"MI","MICHIGAN","2621570","Lincoln Consolidated School District","05856","Lincoln Middle School","2.62157E+11","No","No"
"MI","MICHIGAN","2621570","Lincoln Consolidated School District","05857","Model Elementary School","2.62157E+11","No","No"
"MI","MICHIGAN","2621690","Linden Community Schools","05870","Linden High School","2.62169E+11","No","No"
"MI","MICHIGAN","2680700","Livingston ESA","00188","Pathway School","2.6807E+11","No","No"
"MI","MICHIGAN","2621840","Livonia Public Schools School District","05897","Riley Upper Elementary School","2.62184E+11","No","No"
"MI","MICHIGAN","2621840","Livonia Public Schools School District","00763","NW Wayne Trainable Center","2.62184E+11","No","No"
"MI","MICHIGAN","2621840","Livonia Public Schools School District","05877","Stevenson High School","2.62184E+11","No","No"
"MI","MICHIGAN","2621840","Livonia Public Schools School District","05879","Coolidge Elementary School","2.62184E+11","No","No"
"MI","MICHIGAN","2621840","Livonia Public Schools School District","05882","Franklin High School","2.62184E+11","No","No"
"MI","MICHIGAN","2621840","Livonia Public Schools School District","05886","Holmes Middle School","2.62184E+11","No","No"
"MI","MICHIGAN","2621840","Livonia Public Schools School District","05887","Hoover Elementary School","2.62184E+11","No","No"
"MI","MICHIGAN","2621840","Livonia Public Schools School District","05903","Churchill High School","2.62184E+11","No","No"
"MI","MICHIGAN","2621840","Livonia Public Schools School District","05905","Buchanan Elementary School","2.62184E+11","No","No"
"MI","MICHIGAN","2621840","Livonia Public Schools School District","07549","Webster Elementary School","2.62184E+11","No","No"
"MI","MICHIGAN","2621840","Livonia Public Schools School District","08662","NijiIro Japanese Immersion Elementary School","2.62184E+11","No","No"
"MI","MICHIGAN","2621840","Livonia Public Schools School District","08708","Livonia Transition Program","2.62184E+11","No","No"
"MI","MICHIGAN","2622050","Lowell Area Schools","05929","Lowell Middle School","2.62205E+11","No","No"
"MI","MICHIGAN","2622050","Lowell Area Schools","05928","Unity Alternative School","2.62205E+11","No","No"
"MI","MICHIGAN","2622050","Lowell Area Schools","01690","Murray Lake Elementary","2.62205E+11","No","No"
"MI","MICHIGAN","2622050","Lowell Area Schools","05926","Lowell Senior High School","2.62205E+11","No","No"
"MI","MICHIGAN","2622200","Ludington Area School District","05933","Ludington High School","2.6222E+11","No","No"
"MI","MICHIGAN","2680720","Macomb ISD","00619","Keith Bovenschen School","2.68072E+11","No","No"
"MI","MICHIGAN","2680720","Macomb ISD","00615","Rockwell Middle School","2.68072E+11","No","No"
"MI","MICHIGAN","2680720","Macomb ISD","00616","Maple Lane School","2.68072E+11","No","No"
"MI","MICHIGAN","2680720","Macomb ISD","00617","Glen H Peters School","2.68072E+11","No","No"
"MI","MICHIGAN","2680720","Macomb ISD","00618","Lutz School for Work Experience","2.68072E+11","No","No"
"MI","MICHIGAN","2680720","Macomb ISD","00621","Bozymowski Center","2.68072E+11","No","No"
"MI","MICHIGAN","2680720","Macomb ISD","00620","Neil E Reid High School","2.68072E+11","No","No"
"MI","MICHIGAN","2622290","Madison District Public Schools","05943","Madison High School","2.62229E+11","No","No"
"MI","MICHIGAN","2680740","Manistee ISD","01380","Manistee ISD Center Programs","2.68074E+11","No","No"
"MI","MICHIGAN","2622620","Maple Valley Schools","05970","Maple Valley JrSr High School","2.62262E+11","No","No"
"MI","MICHIGAN","2600013","Marquette Area Public Schools","03869","Marquette Senior High School","2.60001E+11","No","No"
"MI","MICHIGAN","2600013","Marquette Area Public Schools","00209","Cherry Creek Elementary School","2.60001E+11","No","No"
"MI","MICHIGAN","2680750","Marquette-Alger RESA","01382","MarquetteAlger Administrative Unit","2.68075E+11","No","No"
"MI","MICHIGAN","2622970","Marshall Public Schools","01537","Walters Elementary","2.62297E+11","No","No"
"MI","MICHIGAN","2622970","Marshall Public Schools","05983","Marshall Middle School","2.62297E+11","No","No"
"MI","MICHIGAN","2622970","Marshall Public Schools","05985","Marshall High School","2.62297E+11","No","No"
"MI","MICHIGAN","2622970","Marshall Public Schools","05981","Gordon Elementary School","2.62297E+11","No","No"
"MI","MICHIGAN","2622970","Marshall Public Schools","01536","Marshall Opportunity High School","2.62297E+11","No","No"
"MI","MICHIGAN","2623040","Marysville Public Schools","05988","Marysville Middle School","2.62304E+11","No","No"
"MI","MICHIGAN","2623040","Marysville Public Schools","05991","Gardens Elementary School","2.62304E+11","No","No"
"MI","MICHIGAN","2623040","Marysville Public Schools","05989","Marysville High School","2.62304E+11","No","No"
"MI","MICHIGAN","2623070","Mason Public Schools (Ingham)","05992","Alaiedon Elementary School","2.62307E+11","No","No"
"MI","MICHIGAN","2623070","Mason Public Schools (Ingham)","05995","North Aurelius Elementary School","2.62307E+11","No","No"
"MI","MICHIGAN","2680770","Mecosta-Osceola ISD","00641","MecostaOsceola Education Center","2.68077E+11","No","No"
"MI","MICHIGAN","2680770","Mecosta-Osceola ISD","01559","Muskegon River Youth Home","2.68077E+11","No","No"
"MI","MICHIGAN","2680770","Mecosta-Osceola ISD","01569","Pineview Homes","2.68077E+11","Yes","No"
"MI","MICHIGAN","2680790","Menominee ISD","01386","Menominee ISD Special Education","2.68079E+11","No","No"
"MI","MICHIGAN","2623580","Meridian Public Schools","08394","Meridian Early College High School","2.62358E+11","No","No"
"MI","MICHIGAN","2623580","Meridian Public Schools","06036","Meridian Junior High School","2.62358E+11","No","No"
"MI","MICHIGAN","2600004","Michigan Department of Human Services","07876","Bay Pines Center","2.6E+11","No","No"
"MI","MICHIGAN","2600004","Michigan Department of Human Services","07871","Shawono Center","2.6E+11","No","No"
"MI","MICHIGAN","2600280","Michigan School for the Deaf","01809","Michigan School for the Deaf","2.60028E+11","No","No"
"MI","MICHIGAN","2600141","Midland Academy of Advanced and Creative Studies","00649","Midland Academy of Advanced and Creative Studies","2.60014E+11","No","No"
"MI","MICHIGAN","2680800","Midland County Educational Service Agency","01387","MCESA and Sugnet School Classroom Programs","2.6808E+11","No","No"
"MI","MICHIGAN","2623820","Midland Public Schools","06053","Chestnut Hill School","2.62382E+11","No","No"
"MI","MICHIGAN","2623820","Midland Public Schools","06057","Jefferson Middle School","2.62382E+11","No","No"
"MI","MICHIGAN","2623820","Midland Public Schools","06060","Midland High School","2.62382E+11","No","No"
"MI","MICHIGAN","2623820","Midland Public Schools","06062","Northeast Middle School","2.62382E+11","No","No"
"MI","MICHIGAN","2623820","Midland Public Schools","06065","Siebert School","2.62382E+11","No","No"
"MI","MICHIGAN","2623820","Midland Public Schools","06069","Woodcrest Elementary School","2.62382E+11","No","No"
"MI","MICHIGAN","2623820","Midland Public Schools","06068","HH Dow High School","2.62382E+11","No","No"
"MI","MICHIGAN","2623820","Midland Public Schools","06050","Adams Elementary School","2.62382E+11","No","No"
"MI","MICHIGAN","2623850","Milan Area Schools","01504","Clayton H Symons Elementary School","2.62385E+11","No","No"
"MI","MICHIGAN","2623850","Milan Area Schools","06074","Milan Middle School","2.62385E+11","No","No"
"MI","MICHIGAN","2623850","Milan Area Schools","08718","Milan Alternative Education","2.62385E+11","No","No"
"MI","MICHIGAN","2623850","Milan Area Schools","06072","Milan High School","2.62385E+11","No","No"
"MI","MICHIGAN","2623910","Millington Community Schools","06075","Millington High School","2.62391E+11","No","No"
"MI","MICHIGAN","2623910","Millington Community Schools","08309","Millington Junior High School","2.62391E+11","No","No"
"MI","MICHIGAN","2623910","Millington Community Schools","07824","MALC","2.62391E+11","No","No"
"MI","MICHIGAN","2624120","Mona Shores Public School District","06085","Mona Shores High School","2.62412E+11","No","No"
"MI","MICHIGAN","2624120","Mona Shores Public School District","06082","Churchill Elementary School","2.62412E+11","No","No"
"MI","MICHIGAN","2624120","Mona Shores Public School District","06086","Mona Shores Middle School","2.62412E+11","No","No"
"MI","MICHIGAN","2680820","Monroe ISD","00941","Monroe County Youth Center","2.68082E+11","Yes","No"
"MI","MICHIGAN","2680820","Monroe ISD","08011","Monroe County Middle College","2.68082E+11","No","No"
"MI","MICHIGAN","2680820","Monroe ISD","00651","Monroe County Education Center","2.68082E+11","No","No"
"MI","MICHIGAN","2680820","Monroe ISD","01621","Monroe County Transition Center","2.68082E+11","No","No"
"MI","MICHIGAN","2624150","Monroe Public Schools","06099","Monroe High School","2.62415E+11","No","No"
"MI","MICHIGAN","2624150","Monroe Public Schools","08058","Riverside Learning Center","2.62415E+11","No","No"
"MI","MICHIGAN","2624150","Monroe Public Schools","00652","Orchard Center High School","2.62415E+11","No","No"
"MI","MICHIGAN","2680830","Montcalm Area ISD","08434","Early College at Montcalm Community College","2.68083E+11","No","No"
"MI","MICHIGAN","2680830","Montcalm Area ISD","01619","ISDLocal Center Programs","2.68083E+11","No","No"
"MI","MICHIGAN","2680830","Montcalm Area ISD","00653","Seiter Education Service Center","2.68083E+11","No","No"
"MI","MICHIGAN","2624420","Montrose Community Schools","01827","Montrose Alternative Education Center","2.62442E+11","No","No"
"MI","MICHIGAN","2624420","Montrose Community Schools","06105","KuehnHaven Middle School","2.62442E+11","No","No"
"MI","MICHIGAN","2624420","Montrose Community Schools","06104","HillMcCloy High School","2.62442E+11","No","No"
"MI","MICHIGAN","2624690","Mount Clemens Community School District","08710","ML King Academy","2.62469E+11","No","No"
"MI","MICHIGAN","2600283","Mt. Clemens Montessori Academy","01646","Mt Clemens Montessori Academy","2.60028E+11","No","No"
"MI","MICHIGAN","2624720","Mt. Morris Consolidated Schools","06128","EA Johnson Memorial HS","2.62472E+11","No","No"
"MI","MICHIGAN","2624720","Mt. Morris Consolidated Schools","06125","Mt Morris Education and Community Center","2.62472E+11","No","No"
"MI","MICHIGAN","2624750","Mt. Pleasant City School District","01600","Mt Pleasant Adult and Community Education","2.62475E+11","No","No"
"MI","MICHIGAN","2624750","Mt. Pleasant City School District","07823","Isabella Day Treatment","2.62475E+11","Yes","No"
"MI","MICHIGAN","2624750","Mt. Pleasant City School District","06135","Mt Pleasant Senior High School","2.62475E+11","No","No"
"MI","MICHIGAN","2624750","Mt. Pleasant City School District","06134","Mt Pleasant Middle School","2.62475E+11","No","No"
"MI","MICHIGAN","2680850","Muskegon Area ISD","08615","Muskegon County Juvenile Transition Center","2.68085E+11","Yes","No"
"MI","MICHIGAN","2680850","Muskegon Area ISD","00656","Wesley School","2.68085E+11","No","No"
"MI","MICHIGAN","2624840","Muskegon Public Schools of the City of","08375","Muskegon Community Education Center","2.62484E+11","No","No"
"MI","MICHIGAN","2624960","Napoleon Community Schools","06175","Napoleon Middle School","2.62496E+11","No","No"
"MI","MICHIGAN","2624960","Napoleon Community Schools","06174","Napoleon High School","2.62496E+11","No","No"
"MI","MICHIGAN","2625020","Negaunee Public Schools","06179","Negaunee High School","2.62502E+11","No","No"
"MI","MICHIGAN","2625020","Negaunee Public Schools","06177","Negaunee Middle School","2.62502E+11","No","No"
"MI","MICHIGAN","2625230","New Haven Community Schools","06185","New Haven Administration","2.62523E+11","No","No"
"MI","MICHIGAN","2601089","New School High","08646","New School High","2.60109E+11","No","No"
"MI","MICHIGAN","2680860","Newaygo County RESA","01279","Fremont Education and Activity Center","2.68086E+11","No","No"
"MI","MICHIGAN","2625560","Niles Community Schools","06209","Southside Special Educ School","2.62556E+11","No","No"
"MI","MICHIGAN","2625560","Niles Community Schools","08282","WAY Niles","2.62556E+11","No","No"
"MI","MICHIGAN","2625560","Niles Community Schools","08297","Niles Extended School Community","2.62556E+11","No","No"
"MI","MICHIGAN","2625560","Niles Community Schools","06206","Niles Senior High School","2.62556E+11","No","No"
"MI","MICHIGAN","2625560","Niles Community Schools","02056","Niles Comm Schools Adult Education","2.62556E+11","No","No"
"MI","MICHIGAN","2625560","Niles Community Schools","00116","Cedar Lane School","2.62556E+11","No","No"
"MI","MICHIGAN","2625680","North Branch Area Schools","06216","Ruth Fox Elementary School","2.62568E+11","No","No"
"MI","MICHIGAN","2625680","North Branch Area Schools","01770","Quest High School","2.62568E+11","No","No"
"MI","MICHIGAN","2625680","North Branch Area Schools","00604","North Branch Middle School","2.62568E+11","No","No"
"MI","MICHIGAN","2625680","North Branch Area Schools","06213","North Branch High School","2.62568E+11","No","No"
"MI","MICHIGAN","2625950","Northview Public Schools","06243","Highlands School","2.62595E+11","No","No"
"MI","MICHIGAN","2625950","Northview Public Schools","01565","Northview Alternative High School","2.62595E+11","No","No"
"MI","MICHIGAN","2625950","Northview Public Schools","06240","Northview High School","2.62595E+11","No","No"
"MI","MICHIGAN","2625950","Northview Public Schools","06241","Crossroads Middle School","2.62595E+11","No","No"
"MI","MICHIGAN","2625980","Northville Public Schools","01505","Ridge Wood Elementary School","2.62598E+11","No","No"
"MI","MICHIGAN","2625980","Northville Public Schools","00294","Thornton Creek Elementary School","2.62598E+11","No","No"
"MI","MICHIGAN","2625980","Northville Public Schools","01266","Hillside Middle School","2.62598E+11","No","No"
"MI","MICHIGAN","2625980","Northville Public Schools","06244","Amerman Elementary School","2.62598E+11","No","No"
"MI","MICHIGAN","2625980","Northville Public Schools","06245","Northville High School","2.62598E+11","No","No"
"MI","MICHIGAN","2625980","Northville Public Schools","06250","Winchester Elementary School","2.62598E+11","No","No"
"MI","MICHIGAN","2625980","Northville Public Schools","07560","Moraine Elementary School","2.62598E+11","No","No"
"MI","MICHIGAN","2625980","Northville Public Schools","07714","Cooke School","2.62598E+11","No","No"
"MI","MICHIGAN","2626010","Northwest Community Schools","06255","Northwest High School","2.62601E+11","No","No"
"MI","MICHIGAN","2626010","Northwest Community Schools","06253","Northwest Kidder Middle School","2.62601E+11","No","No"
"MI","MICHIGAN","2626010","Northwest Community Schools","00870","Northwest Alternative High School","2.62601E+11","No","No"
"MI","MICHIGAN","2626130","Novi Community School District","08494","Career Preparation","2.62613E+11","No","No"
"MI","MICHIGAN","2626130","Novi Community School District","07562","Parkview Elementary School","2.62613E+11","No","No"
"MI","MICHIGAN","2626130","Novi Community School District","06266","Novi Meadows School","2.62613E+11","No","No"
"MI","MICHIGAN","2626130","Novi Community School District","06264","Novi Middle School","2.62613E+11","No","No"
"MI","MICHIGAN","2626130","Novi Community School District","06261","Novi Woods Elementary School","2.62613E+11","No","No"
"MI","MICHIGAN","2626130","Novi Community School District","01243","Deerfield Elementary School","2.62613E+11","No","No"
"MI","MICHIGAN","2626130","Novi Community School District","06263","Novi High School","2.62613E+11","No","No"
"MI","MICHIGAN","2626190","Oak Park School District of the City of","08452","Oak Park Virtual Academy","2.62619E+11","No","No"
"MI","MICHIGAN","2680880","Oakland Schools","08361","Virtual Learning Academy Consortium","2.68088E+11","No","No"
"MI","MICHIGAN","2680880","Oakland Schools","08169","Oakland Opportunity Academy","2.68088E+11","No","No"
"MI","MICHIGAN","2626220","Oakridge Public Schools","06277","Oakridge Middle School","2.62622E+11","No","No"
"MI","MICHIGAN","2626220","Oakridge Public Schools","06276","Oakridge High School","2.62622E+11","No","No"
"MI","MICHIGAN","2626280","Okemos Public Schools","00542","Chippewa Middle School","2.62628E+11","No","No"
"MI","MICHIGAN","2626280","Okemos Public Schools","01681","Okemos Public MontessoriCentral","2.62628E+11","No","No"
"MI","MICHIGAN","2626280","Okemos Public Schools","06282","Okemos High School","2.62628E+11","No","No"
"MI","MICHIGAN","2626280","Okemos Public Schools","06284","Kinawa School","2.62628E+11","No","No"
"MI","MICHIGAN","2626430","Oneida Township S/D #3","06291","Strange School","2.62643E+11","No","No"
"MI","MICHIGAN","2627060","Otsego Public Schools","06317","Otsego Middle School","2.62706E+11","No","No"
"MI","MICHIGAN","2627060","Otsego Public Schools","00015","Alamo Elementary School","2.62706E+11","No","No"
"MI","MICHIGAN","2627060","Otsego Public Schools","06319","Otsego High School","2.62706E+11","No","No"
"MI","MICHIGAN","2627060","Otsego Public Schools","01733","Otsego West Campus High School","2.62706E+11","No","No"
"MI","MICHIGAN","2680900","Ottawa Area ISD","02039","Juvenile Services Center","2.6809E+11","Yes","No"
"MI","MICHIGAN","2680900","Ottawa Area ISD","00253","Sheldon Pines School","2.6809E+11","No","No"
"MI","MICHIGAN","2680900","Ottawa Area ISD","00252","Ottawa Area Center","2.6809E+11","No","No"
"MI","MICHIGAN","2600274","Outlook Academy","08003","Outlook Academy  Youth Home Campus","2.60027E+11","Yes","No"
"MI","MICHIGAN","2627150","Ovid-Elsie Area Schools","00820","OvidElsie Comm EdAlt HS","2.62715E+11","No","No"
"MI","MICHIGAN","2627150","Ovid-Elsie Area Schools","06325","OvidElsie High School","2.62715E+11","No","No"
"MI","MICHIGAN","2627150","Ovid-Elsie Area Schools","06323","OvidElsie Middle School","2.62715E+11","No","No"
"MI","MICHIGAN","2627150","Ovid-Elsie Area Schools","08407","Great Lakes Online School","2.62715E+11","No","No"
"MI","MICHIGAN","2627150","Ovid-Elsie Area Schools","06320","EE Knight Elementary School","2.62715E+11","No","No"
"MI","MICHIGAN","2627210","Owosso Public Schools","06332","Owosso High School","2.62721E+11","No","No"
"MI","MICHIGAN","2627210","Owosso Public Schools","06331","Owosso Middle School","2.62721E+11","No","No"
"MI","MICHIGAN","2627210","Owosso Public Schools","01832","Lincoln Alternative High School","2.62721E+11","No","No"
"MI","MICHIGAN","2627240","Oxford Community Schools","08586","Oxford Crossroads Day School","2.62724E+11","No","No"
"MI","MICHIGAN","2627240","Oxford Community Schools","00232","Oxford Elementary School","2.62724E+11","No","No"
"MI","MICHIGAN","2627240","Oxford Community Schools","06335","Clear Lake Elementary School","2.62724E+11","No","No"
"MI","MICHIGAN","2627240","Oxford Community Schools","06338","Oxford High School","2.62724E+11","No","No"
"MI","MICHIGAN","2627240","Oxford Community Schools","06340","Oxford Middle School","2.62724E+11","No","No"
"MI","MICHIGAN","2627240","Oxford Community Schools","08184","Oxford Bridges High School","2.62724E+11","No","No"
"MI","MICHIGAN","2627240","Oxford Community Schools","08274","Oxford Virtual Academy","2.62724E+11","No","No"
"MI","MICHIGAN","2627240","Oxford Community Schools","08305","Oxford Schools Early College","2.62724E+11","No","No"
"MI","MICHIGAN","2627420","Parchment School District","06342","Parchment High School","2.62742E+11","No","No"
"MI","MICHIGAN","2627420","Parchment School District","01590","Barclay Hills Education Center","2.62742E+11","No","No"
"MI","MICHIGAN","2627420","Parchment School District","06343","Parchment Middle School","2.62742E+11","No","No"
"MI","MICHIGAN","2627660","Paw Paw Public School District","06351","Paw Paw Middle School","2.62766E+11","No","No"
"MI","MICHIGAN","2627660","Paw Paw Public School District","06352","Paw Paw High School","2.62766E+11","No","No"
"MI","MICHIGAN","2627810","Pennfield Schools","06359","Pennfield Middle School","2.62781E+11","No","No"
"MI","MICHIGAN","2627810","Pennfield Schools","06362","Pennfield Senior High School","2.62781E+11","No","No"
"MI","MICHIGAN","2628140","Pinckney Community Schools","06385","Pinckney  Community High School","2.62814E+11","No","No"
"MI","MICHIGAN","2628140","Pinckney Community Schools","01141","Pathfinder School","2.62814E+11","No","No"
"MI","MICHIGAN","2628170","Pinconning Area Schools","06391","Pinconning High School","2.62817E+11","No","No"
"MI","MICHIGAN","2628530","Plainwell Community Schools","00793","Renaissance High School","2.62853E+11","No","No"
"MI","MICHIGAN","2628530","Plainwell Community Schools","06404","Plainwell Middle School","2.62853E+11","No","No"
"MI","MICHIGAN","2628530","Plainwell Community Schools","06402","Plainwell High School","2.62853E+11","No","No"
"MI","MICHIGAN","2628530","Plainwell Community Schools","06401","Gilkey Elementary School","2.62853E+11","No","No"
"MI","MICHIGAN","2628530","Plainwell Community Schools","06400","Cooper Elementary School","2.62853E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","06421","Canton High School","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","00292","Bentley Elementary School","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","00293","Tonda Elementary School","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","00765","Discovery Middle School","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","01431","Dodson Elementary School","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","01464","Plymouth High School","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","01929","Workman Elementary School","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","02047","Starkweather Academy  Fiegel","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","06406","Bird Elementary School","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","06408","Gallimore Elementary School","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","06410","West Middle School","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","06411","East Middle School","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","06413","Smith Elementary School","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","06415","Pioneer Middle School","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","06416","Isbister Elementary School","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","06419","Salem High School","2.62856E+11","No","No"
"MI","MICHIGAN","2628560","Plymouth-Canton Community Schools","08704","Liberty Middle School","2.62856E+11","No","No"
"MI","MICHIGAN","2628830","Port Huron Area School District","06471","Michigamme Elementary School","2.62883E+11","No","No"
"MI","MICHIGAN","2628830","Port Huron Area School District","02036","Harrison Center","2.62883E+11","No","No"
"MI","MICHIGAN","2628830","Port Huron Area School District","06463","Fort Gratiot Middle School","2.62883E+11","No","No"
"MI","MICHIGAN","2628830","Port Huron Area School District","06468","Keewahdin Elementary School","2.62883E+11","No","No"
"MI","MICHIGAN","2628830","Port Huron Area School District","06481","Indian Woods Elementary School","2.62883E+11","No","No"
"MI","MICHIGAN","2628830","Port Huron Area School District","06479","Holland Woods Middle School","2.62883E+11","No","No"
"MI","MICHIGAN","2628830","Port Huron Area School District","06478","Edison Elementary School","2.62883E+11","No","No"
"MI","MICHIGAN","2628830","Port Huron Area School District","06475","Port Huron High School","2.62883E+11","No","No"
"MI","MICHIGAN","2628830","Port Huron Area School District","06474","Central Middle School","2.62883E+11","No","No"
"MI","MICHIGAN","2628830","Port Huron Area School District","06473","Port Huron Northern High School","2.62883E+11","No","No"
"MI","MICHIGAN","2628950","Portage Public Schools","00161","Moorsbridge Elementary School","2.62895E+11","No","No"
"MI","MICHIGAN","2628950","Portage Public Schools","06493","Portage Northern High School","2.62895E+11","No","No"
"MI","MICHIGAN","2628950","Portage Public Schools","06496","Portage West Middle School","2.62895E+11","No","No"
"MI","MICHIGAN","2628950","Portage Public Schools","06485","Angling Road Elementary School","2.62895E+11","No","No"
"MI","MICHIGAN","2628950","Portage Public Schools","01602","Portage Community High School","2.62895E+11","No","No"
"MI","MICHIGAN","2628950","Portage Public Schools","07802","12th Street Elementary","2.62895E+11","No","No"
"MI","MICHIGAN","2628950","Portage Public Schools","06491","Portage Central High School","2.62895E+11","No","No"
"MI","MICHIGAN","2628950","Portage Public Schools","06492","Portage North Middle School","2.62895E+11","No","No"
"MI","MICHIGAN","2628950","Portage Public Schools","06490","Portage Central Middle School","2.62895E+11","No","No"
"MI","MICHIGAN","2628950","Portage Public Schools","06488","Lake Center Elementary School","2.62895E+11","No","No"
"MI","MICHIGAN","2607690","Public Schools of Calumet Laurium & Keweenaw","01863","CHSHorizons School","2.60769E+11","No","No"
"MI","MICHIGAN","2607690","Public Schools of Calumet Laurium & Keweenaw","04352","Calumet High School","2.60769E+11","No","No"
"MI","MICHIGAN","2627930","Public Schools of Petoskey","00829","Petoskey Montessori Elem School","2.62793E+11","No","No"
"MI","MICHIGAN","2627930","Public Schools of Petoskey","06373","Petoskey Middle School","2.62793E+11","No","No"
"MI","MICHIGAN","2627930","Public Schools of Petoskey","06372","Petoskey High School","2.62793E+11","No","No"
"MI","MICHIGAN","2629370","Ravenna Public Schools","07799","North East Education Center","2.62937E+11","No","No"
"MI","MICHIGAN","2629460","Redford Union Schools District No. 1","08641","Unified Middle Virtual Academy","2.62946E+11","No","No"
"MI","MICHIGAN","2629460","Redford Union Schools District No. 1","06525","Redford Union High School","2.62946E+11","No","No"
"MI","MICHIGAN","2629460","Redford Union Schools District No. 1","06529","Hilbert Middle School","2.62946E+11","No","No"
"MI","MICHIGAN","2629460","Redford Union Schools District No. 1","08210","Stuckey Center","2.62946E+11","No","No"
"MI","MICHIGAN","2629460","Redford Union Schools District No. 1","08380","SouthEast Michigan Virtual Academy","2.62946E+11","No","No"
"MI","MICHIGAN","2629460","Redford Union Schools District No. 1","08560","Veritas","2.62946E+11","No","No"
"MI","MICHIGAN","2629540","Reeths-Puffer Schools","06540","ReethsPuffer Middle School","2.62954E+11","No","No"
"MI","MICHIGAN","2629540","Reeths-Puffer Schools","01076","ReethsPuffer Intermediate Sch","2.62954E+11","No","No"
"MI","MICHIGAN","2629540","Reeths-Puffer Schools","08356","Pennsylvania Elementary School","2.62954E+11","No","No"
"MI","MICHIGAN","2629540","Reeths-Puffer Schools","06544","ReethsPuffer High School","2.62954E+11","No","No"
"MI","MICHIGAN","2629540","Reeths-Puffer Schools","06541","McMillan Elementary School","2.62954E+11","No","No"
"MI","MICHIGAN","2629910","Riverview Community School District","07574","Forest Elementary School","2.62991E+11","No","No"
"MI","MICHIGAN","2629910","Riverview Community School District","06564","Riverview Community High School","2.62991E+11","No","No"
"MI","MICHIGAN","2629910","Riverview Community School District","06565","Seitz Middle School","2.62991E+11","No","No"
"MI","MICHIGAN","2629940","Rochester Community School District","01286","Stoney Creek High School","2.62994E+11","No","No"
"MI","MICHIGAN","2629940","Rochester Community School District","00242","Hart Middle School","2.62994E+11","No","No"
"MI","MICHIGAN","2629940","Rochester Community School District","01285","Delta Kelly Elementary School","2.62994E+11","No","No"
"MI","MICHIGAN","2629940","Rochester Community School District","02053","Rochester Adult Education","2.62994E+11","No","No"
"MI","MICHIGAN","2629940","Rochester Community School District","06567","Baldwin Elementary School","2.62994E+11","No","No"
"MI","MICHIGAN","2629940","Rochester Community School District","06569","Brewster Elementary School","2.62994E+11","No","No"
"MI","MICHIGAN","2629940","Rochester Community School District","06571","Meadow Brook Elementary School","2.62994E+11","No","No"
"MI","MICHIGAN","2629940","Rochester Community School District","06572","North Hill Elementary School","2.62994E+11","No","No"
"MI","MICHIGAN","2629940","Rochester Community School District","06573","Rochester High School","2.62994E+11","No","No"
"MI","MICHIGAN","2629940","Rochester Community School District","06574","West Middle School","2.62994E+11","No","No"
"MI","MICHIGAN","2629940","Rochester Community School District","06575","Long Meadow Elementary School","2.62994E+11","No","No"
"MI","MICHIGAN","2629940","Rochester Community School District","06577","Rochester Adams High School","2.62994E+11","No","No"
"MI","MICHIGAN","2629940","Rochester Community School District","06578","University Hills Elem School","2.62994E+11","No","No"
"MI","MICHIGAN","2629940","Rochester Community School District","06580","Van Hoosen Middle School","2.62994E+11","No","No"
